PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus
PAY-194,05d6a51e-a112-4f32-b0db-7626e4e6bdb5,ExpenseReimbursement,2024-12-23T00:00:00,205.76,187.18,18.58,PAID
PAY-195,05d81dfb-105f-471d-9423-66b98827edb6,BankTransfer,2025-05-03T00:00:00,1429.57,1357.48,72.09,PAID
PAY-196,05eaea8a-cd1a-4288-90ce-b9c1bd60af23,BankTransfer,2023-12-08T00:00:00,39.47,38.62,0.85,PAID
PAY-197,05f57329-1415-4c96-b841-302a97c05371,BankTransfer,2025-06-24T00:00:00,1355.22,1259.72,95.5,PAID
PAY-198,05f5da4a-48cf-4bfe-88e6-4d75b6b6aa1e,BankTransfer,2025-02-16T00:00:00,376.2,292.11,84.09,PAID
PAY-199,05fe8f10-2dcb-4185-ad62-cedae2cccc49,BankTransfer,2025-02-17T00:00:00,266.66,203.39,63.27,PAID
PAY-200,06012598-3889-4671-b719-e076cc0866b4,BankTransfer,2025-07-30T00:00:00,1024.25,830.73,193.52,PAID
PAY-201,0617de08-e3f1-49f3-bbba-dc42438cb804,BankTransfer,2024-11-18T00:00:00,369.95,332.74,37.21,PAID
PAY-202,0623c875-6f5d-4816-b2fb-3a87e286f32e,CorporateCardSettlement,2025-02-22T00:00:00,656.81,589.82,66.99,PAID
PAY-203,0627ef99-27b7-4266-a612-7369f745ad27,CorporateCardSettlement,2024-02-15T00:00:00,1260.51,1112.58,147.93,PAID
PAY-204,062b8713-e54d-4a18-b10a-4a57f5ef2549,BankTransfer,2024-02-16T00:00:00,796.24,789.56,6.68,PAID
PAY-205,0632a507-fee8-4464-bfb2-5a7e9e0a6d08,ExpenseReimbursement,2024-06-03T00:00:00,1414.96,1242.38,172.58,PAID
PAY-206,06330860-3f1d-4989-b470-34c01e592bdb,CorporateCardSettlement,2024-09-28T00:00:00,282.59,260.32,22.27,PAID
PAY-207,06376132-5dbb-41a3-82c1-fae99b5bf51d,ExpenseReimbursement,2024-10-11T00:00:00,693.83,693.15,0.68,PAID
PAY-208,06392af0-6f12-4e6c-b3da-dda3353ccb15,BankTransfer,2025-05-08T00:00:00,745.9,593.53,152.37,PAID
PAY-209,0639b4ec-f330-4b3c-9759-ccece035a981,BankTransfer,2024-10-25T00:00:00,1265.13,1138.54,126.59,PAID
PAY-210,063dd261-017d-4921-b1ef-8bc11d00c097,BankTransfer,2024-02-04T00:00:00,133.9,123.82,10.08,PAID
PAY-211,063ed244-6f8d-4ce1-bd65-2a905e9dd545,ExpenseReimbursement,2024-01-31T00:00:00,831.94,812.09,19.85,PAID
PAY-212,064006a7-71b7-4337-b866-1c94cefe816d,CorporateCardSettlement,2025-06-10T00:00:00,95.48,81.62,13.86,PAID
PAY-213,0648f048-6d20-41e7-bcfc-c9b12df70d09,CorporateCardSettlement,2025-03-21T00:00:00,150.68,141.6,9.08,PAID
PAY-214,064aced2-1c25-4a32-b93d-74c03227a6a2,ExpenseReimbursement,2025-06-13T00:00:00,1244.77,1027.91,216.86,PAID
PAY-215,064d7aca-5926-4490-9603-eb9d3e4eb882,CorporateCardSettlement,2024-09-29T00:00:00,1106.22,900.81,205.41,PAID
PAY-216,065a5e0b-0f01-4faa-85d1-9e5701d826f2,ExpenseReimbursement,2025-07-26T00:00:00,904.6,861.88,42.72,PAID
PAY-217,065c568a-9c52-4f3f-97e8-7a9101f8ca29,ExpenseReimbursement,2025-06-15T00:00:00,1324.96,1079.95,245.01,PAID
PAY-218,06609f73-c2fb-4d1d-a7f9-01cecba92177,ExpenseReimbursement,2025-01-06T00:00:00,573.68,439.74,133.94,PAID
PAY-219,06642600-d5d7-4a68-a5c4-4cc4d0aa942e,BankTransfer,2025-07-02T00:00:00,200.42,170.87,29.55,PAID
PAY-220,06695f50-0782-4362-adcc-5c7ecef05be6,ExpenseReimbursement,2024-03-03T00:00:00,668.9,603.76,65.14,PAID
PAY-221,066bd95e-13d2-4266-a291-53d60306166f,BankTransfer,2025-07-07T00:00:00,309.24,280.89,28.35,PAID
PAY-222,06708322-d306-4fb7-937f-12b8bd792569,CorporateCardSettlement,2025-09-07T00:00:00,321.5,303.37,18.13,PAID
PAY-223,0670f1f8-ff59-4056-a0ed-8a10dbdcefe8,ExpenseReimbursement,2023-12-04T00:00:00,557.02,430.25,126.77,PAID
PAY-224,0676c4ae-ffcb-4720-99a0-6757f01bec87,BankTransfer,2025-10-13T00:00:00,1003.84,911.57,92.27,PAID
PAY-225,0677bfe0-e158-45fe-8634-296b290f75f2,CorporateCardSettlement,2025-05-28T00:00:00,86.69,67.24,19.45,PAID
PAY-226,068149e6-8558-4710-a2f8-3d9dc247270e,BankTransfer,2023-10-05T00:00:00,1123.53,1032.66,90.87,PAID
PAY-227,068348dc-bb9b-4fb8-963c-a40d79ab5664,CorporateCardSettlement,2025-08-21T00:00:00,17.51,17.2,0.31,PAID
PAY-228,06836dac-7c42-42cf-8154-741ee81a59db,CorporateCardSettlement,2024-04-20T00:00:00,130.33,105.2,25.13,PAID
PAY-229,068a0f4c-e9d1-4d81-8e72-548b52855bb7,ExpenseReimbursement,2025-03-18T00:00:00,941.22,842.26,98.96,PAID
PAY-230,069249c0-ae3c-40d4-b281-2f6ac9878618,ExpenseReimbursement,2023-10-15T00:00:00,971.43,803.53,167.9,PAID
PAY-231,069251c5-5c77-405b-bfb4-3f0d8727fbdf,CorporateCardSettlement,2024-06-09T00:00:00,596.6,556.05,40.55,PAID
PAY-232,069ee1a2-503f-467e-9402-1f8313a80260,ExpenseReimbursement,2025-03-05T00:00:00,348.89,315.41,33.48,PAID
PAY-233,06a20a1b-93d4-4fb1-96a5-1174fad97c5c,ExpenseReimbursement,2024-04-05T00:00:00,1464.18,1114.87,349.31,PAID
PAY-234,06b1ad93-abab-419c-bbaf-b39e1c611ac1,CorporateCardSettlement,2024-03-07T00:00:00,471.99,428.81,43.18,PAID
PAY-235,06c5e890-bcb3-4f4a-92c0-38581311aa15,ExpenseReimbursement,2024-05-01T00:00:00,565.09,432.56,132.53,PAID
PAY-236,06c88150-7ef9-4b22-abd1-e524007be7d2,BankTransfer,2024-03-25T00:00:00,1113.79,955.41,158.38,PAID
PAY-237,06ca1994-36f5-4c57-8833-1fcc680ee174,ExpenseReimbursement,2024-04-23T00:00:00,225.73,203.28,22.45,PAID
PAY-238,06cacd17-06a8-451e-aa33-734536d49a25,CorporateCardSettlement,2025-07-09T00:00:00,1445.59,1418.15,27.44,PAID
PAY-239,06e32784-cdce-4120-b64e-123f3f1d9aaf,BankTransfer,2024-04-05T00:00:00,1461.54,1247.2,214.34,PAID
PAY-240,06e7c00c-3d07-4cbc-900d-d5fb62598043,ExpenseReimbursement,2024-06-30T00:00:00,972.93,934.16,38.77,PAID
PAY-241,06e86e3e-82a9-4bdc-a654-f7ee30f8e530,BankTransfer,2024-03-21T00:00:00,1303.94,1087.11,216.83,PAID
PAY-242,06f92bdf-9944-4899-9e5d-0e5d9ca44219,ExpenseReimbursement,2025-04-08T00:00:00,429.8,420.25,9.55,PAID
PAY-243,06fa07bb-daa8-4972-8570-b006e1e3a30a,BankTransfer,2024-09-25T00:00:00,24.19,22.42,1.77,PAID
PAY-244,06fdfe64-05aa-4bc0-b0c4-6eacdf07ac09,CorporateCardSettlement,2024-02-27T00:00:00,622.98,578.29,44.69,PAID
PAY-245,06feea14-2801-4967-a7a3-435a79dd07d5,ExpenseReimbursement,2023-12-18T00:00:00,330.33,324.23,6.1,PAID
PAY-246,070187b5-a2ff-4284-857a-232c81c817b8,BankTransfer,2025-04-14T00:00:00,979.27,924.05,55.22,PAID
PAY-247,0708dffa-5ada-459c-a565-f01d1dc3ac11,CorporateCardSettlement,2024-06-20T00:00:00,121.13,109.44,11.69,PAID
PAY-248,070c5d17-9d11-4ca7-9714-60a86d4cce30,ExpenseReimbursement,2023-12-01T00:00:00,252.39,234.04,18.35,PAID
PAY-249,0713f18c-10a4-4ec4-9202-19eae5e4b1d0,BankTransfer,2025-03-05T00:00:00,1178.89,1083.55,95.34,PAID
PAY-250,07191847-99fd-4262-9339-d14acddefc3f,BankTransfer,2024-02-08T00:00:00,1040.17,1009.44,30.73,PAID
PAY-251,0719709a-94b9-454f-a6e7-6e8ca2412426,CorporateCardSettlement,2023-11-01T00:00:00,265.78,223.1,42.68,PAID
PAY-252,071aba2b-bf71-419d-8276-c9cbe2802fe7,ExpenseReimbursement,2025-10-11T00:00:00,127.74,122.26,5.48,PAID
PAY-253,0721295f-166d-470b-a791-44307e9f8ac7,BankTransfer,2024-12-14T00:00:00,597.22,563.76,33.46,PAID
PAY-254,07270dd0-ad4c-44e8-9587-7e26a126a0dd,BankTransfer,2024-07-09T00:00:00,1437.7,1326.35,111.35,PAID
PAY-255,0727b0f8-f4bb-4637-bffa-e28992b60fcf,BankTransfer,2024-01-22T00:00:00,334.5,258.38,76.12,PAID
PAY-256,0744b5fd-a202-4ac1-8afb-c6071b0ea8e3,ExpenseReimbursement,2024-07-03T00:00:00,10.09,9.04,1.05,PAID
PAY-257,0756691b-db62-466b-97c7-e01bbc6ee7a6,CorporateCardSettlement,2023-12-19T00:00:00,501.46,449.9,51.56,PAID
PAY-258,075bc12e-8df1-4827-bd78-2f95cd2813cd,CorporateCardSettlement,2025-08-27T00:00:00,731.72,561.59,170.13,PAID
PAY-259,07628a5b-c8f3-4b26-bb0e-4a5f5b2d98fe,BankTransfer,2024-07-15T00:00:00,783.84,637.8,146.04,PAID
PAY-260,07636234-4675-4f9f-85b7-bb3775f9fe4d,BankTransfer,2024-01-10T00:00:00,731.51,705.9,25.61,PAID
PAY-261,076c9dcb-54dd-4f49-8999-986f150674eb,CorporateCardSettlement,2023-12-12T00:00:00,604.53,471.11,133.42,PAID
PAY-262,077897bd-52ce-49e2-9617-c430c09aeefa,ExpenseReimbursement,2024-11-11T00:00:00,1287.56,997.36,290.2,PAID
PAY-263,077a6089-69ea-47e5-8b13-890e8306cd7b,CorporateCardSettlement,2024-12-06T00:00:00,481.25,386.54,94.71,PAID
PAY-264,07872489-a4fe-47e3-8dd9-bbf3d4621fd8,BankTransfer,2024-03-24T00:00:00,573.13,489.21,83.92,PAID
PAY-265,078be152-732e-4ae8-a1f9-f4b1a56a1397,CorporateCardSettlement,2023-12-05T00:00:00,852.34,824.95,27.39,PAID
PAY-266,078e3205-8665-4362-8c11-65626cd71b6f,CorporateCardSettlement,2025-01-03T00:00:00,374.93,373.12,1.81,PAID
PAY-267,078f1e65-f975-4f77-8870-dd4d4c487dcd,CorporateCardSettlement,2024-06-27T00:00:00,377.35,349.73,27.62,PAID
PAY-268,07911a27-45a3-452e-ac31-2c91aa305997,BankTransfer,2024-01-09T00:00:00,808.53,777.68,30.85,PAID
PAY-269,0798af72-da7c-4e02-a16d-c22b430bce45,BankTransfer,2024-03-29T00:00:00,618.71,536.76,81.95,PAID
PAY-270,07aaa4ca-0af5-44c0-8878-b89f8c353c84,ExpenseReimbursement,2024-03-24T00:00:00,246.4,215.25,31.15,PAID
PAY-271,07b0d9fe-29f4-4fde-b17b-9f43168f9a03,BankTransfer,2024-10-21T00:00:00,812.1,621.33,190.77,PAID
PAY-272,07b85432-c561-4f84-a0c6-a0049182d77a,ExpenseReimbursement,2025-09-15T00:00:00,819.75,641.2,178.55,PAID
PAY-273,07be9cd6-cac7-4685-85c5-6e302a81208c,CorporateCardSettlement,2024-01-05T00:00:00,190.46,145.83,44.63,PAID
PAY-274,07c0f2c1-aa26-45b0-8b70-0f042836608b,ExpenseReimbursement,2025-09-08T00:00:00,549.0,506.46,42.54,PAID
PAY-275,07d76a80-6a19-471e-bfc1-09299b6cea1e,CorporateCardSettlement,2024-11-26T00:00:00,1145.72,1087.77,57.95,PAID
PAY-276,07ddb8c1-500c-401d-85d7-9f8af2b13ff3,ExpenseReimbursement,2024-04-16T00:00:00,1237.85,1225.75,12.1,PAID
PAY-277,07de24fb-8736-4192-a5ee-e4a9be3798dc,CorporateCardSettlement,2025-08-13T00:00:00,1081.28,845.22,236.06,PAID
PAY-278,07e9512a-ad6b-40e0-b13b-c89dd7805811,CorporateCardSettlement,2025-09-13T00:00:00,757.49,701.45,56.04,PAID
PAY-279,07ec17d4-85a8-40a1-b118-fc3da8b2f2b1,CorporateCardSettlement,2024-03-18T00:00:00,1380.24,1245.77,134.47,PAID
PAY-280,07f61743-e971-404a-9b58-fcd76e659ae3,ExpenseReimbursement,2024-01-26T00:00:00,1034.2,853.41,180.79,PAID
PAY-281,07faf9bd-fbed-4ef0-bc25-39cd23d4c873,BankTransfer,2025-03-13T00:00:00,704.75,688.96,15.79,PAID
PAY-282,07fed663-caf2-4c4f-b9a9-e9449650ec31,ExpenseReimbursement,2025-01-17T00:00:00,1477.65,1384.92,92.73,PAID
PAY-283,080c144c-a9cc-47d9-905b-6105ab4b220b,ExpenseReimbursement,2024-04-17T00:00:00,1195.94,1164.9,31.04,PAID
PAY-284,08143ea9-f0aa-49ee-8035-ee6d0f03d0a0,ExpenseReimbursement,2025-03-21T00:00:00,904.66,899.96,4.7,PAID
PAY-285,0816c098-82c3-46a6-bb7c-932fd88329e0,BankTransfer,2025-09-24T00:00:00,1267.56,1193.85,73.71,PAID
PAY-286,081880e6-c8c6-4a43-bc80-212064403d3e,CorporateCardSettlement,2023-12-05T00:00:00,624.76,618.73,6.03,PAID
PAY-287,0821d7fd-2302-4191-a5b0-3d17ed939ff1,ExpenseReimbursement,2024-05-23T00:00:00,1449.44,1236.21,213.23,PAID
PAY-288,0825bebc-ec28-4c54-9302-581b9b81f6b9,CorporateCardSettlement,2025-04-05T00:00:00,304.69,271.95,32.74,PAID
PAY-289,0830f67e-714d-40c1-a756-b5bfd98f6362,CorporateCardSettlement,2024-03-11T00:00:00,1100.99,938.91,162.08,PAID
PAY-290,083f01a2-ab22-4e0d-9a7f-957e2c8ee4c8,ExpenseReimbursement,2024-08-05T00:00:00,1015.86,961.55,54.31,PAID
PAY-291,084a0969-b7be-4037-9ada-7ff6c31f1b0b,BankTransfer,2024-04-22T00:00:00,19.39,14.79,4.6,PAID
PAY-292,084c3750-7df6-4a53-9422-533cf0ae074a,ExpenseReimbursement,2024-07-13T00:00:00,140.65,111.63,29.02,PAID
PAY-293,084cb79d-0e92-4634-9f9f-b7f9c7b4686c,BankTransfer,2024-04-04T00:00:00,625.99,532.13,93.86,PAID
PAY-294,085b8ea1-324b-4f8b-a590-ae8cab0770c9,CorporateCardSettlement,2025-05-13T00:00:00,1425.37,1109.78,315.59,PAID
PAY-295,085e268e-7b37-43fa-be7b-aa4ba57638d1,CorporateCardSettlement,2025-09-01T00:00:00,413.45,371.1,42.35,PAID
PAY-296,0863ae9d-a8f0-4d08-9d52-fab7e0014316,ExpenseReimbursement,2024-08-31T00:00:00,1399.87,1198.3,201.57,PAID
PAY-297,08681aab-318e-48c7-ac86-935d3098a818,BankTransfer,2025-01-11T00:00:00,1344.23,1105.64,238.59,PAID
PAY-298,0870b499-3418-45a8-aeb8-3a736fc59688,CorporateCardSettlement,2025-03-12T00:00:00,361.4,274.9,86.5,PAID
PAY-299,08710801-bbc5-403a-9c80-1aeeb978ca2b,BankTransfer,2024-01-28T00:00:00,1142.62,944.08,198.54,PAID
PAY-300,08747163-44d2-490d-95db-a11168c79954,BankTransfer,2025-06-24T00:00:00,392.89,301.56,91.33,PAID
PAY-301,087be4b4-e25f-4e02-8870-ccf2b7d24f7a,BankTransfer,2024-03-23T00:00:00,10.52,8.86,1.66,PAID
PAY-302,08849a2b-b3a2-4cde-b81f-9e37a941bf70,ExpenseReimbursement,2025-04-07T00:00:00,1388.58,1340.9,47.68,PAID
PAY-303,088bb340-ecf5-4a16-b9aa-838cfe6b30f8,BankTransfer,2024-10-27T00:00:00,1318.69,1166.6,152.09,PAID
PAY-304,089d8f9a-8af8-4e7c-af4b-09a1eb0467d3,ExpenseReimbursement,2025-03-20T00:00:00,114.65,104.86,9.79,PAID
PAY-305,08a0c07f-5bf1-484b-9010-a8d53e05e362,CorporateCardSettlement,2024-06-05T00:00:00,788.23,711.86,76.37,PAID
PAY-306,08a9264d-a6f0-45be-8965-bccc43ae2943,ExpenseReimbursement,2025-01-30T00:00:00,984.73,783.07,201.66,PAID
PAY-307,08b0a217-c935-4e98-aaae-82d29adf1244,CorporateCardSettlement,2025-07-07T00:00:00,508.84,429.59,79.25,PAID
PAY-308,08c132f5-54df-4a7f-8455-e445fc550e3a,ExpenseReimbursement,2025-02-11T00:00:00,1084.08,981.38,102.7,PAID
PAY-309,08c330ed-135b-4597-b44d-7159eab4a093,BankTransfer,2024-09-29T00:00:00,1135.95,858.94,277.01,PAID
PAY-310,08c70672-5103-4cdf-9ef0-62c65857cece,BankTransfer,2024-02-05T00:00:00,621.47,489.57,131.9,PAID
PAY-311,08cbfedb-c3cf-4a15-a847-7d9c82a43c2a,BankTransfer,2025-04-24T00:00:00,434.6,347.33,87.27,PAID
PAY-312,08d3f4b1-0a0b-4501-9fd4-3b637005dbe7,ExpenseReimbursement,2023-11-12T00:00:00,1122.63,939.5,183.13,PAID
PAY-313,08d8e9a1-1046-4df4-aec5-3fd603489398,BankTransfer,2025-02-05T00:00:00,501.42,422.9,78.52,PAID
PAY-314,08dd3333-7afd-4cc9-8107-7d9679daae9a,BankTransfer,2024-08-01T00:00:00,27.36,26.37,0.99,PAID
PAY-315,08dd4626-f5c9-4061-89d3-adfbaee42d44,ExpenseReimbursement,2024-08-19T00:00:00,649.13,529.11,120.02,PAID
PAY-316,08e3e17b-be8c-4da1-ab36-98f32c741a3f,CorporateCardSettlement,2024-06-17T00:00:00,1261.42,996.62,264.8,PAID
PAY-317,08ece91b-9897-48db-af84-1b51004486c7,ExpenseReimbursement,2023-12-11T00:00:00,277.87,213.51,64.36,PAID
PAY-318,08f9d3d6-e4be-4d8d-a870-1b3ca16f06b9,BankTransfer,2024-05-27T00:00:00,999.62,898.61,101.01,PAID
PAY-319,08fa699d-fa98-4629-b8a4-675a3f14d9a5,ExpenseReimbursement,2024-05-13T00:00:00,719.87,688.36,31.51,PAID
PAY-320,0903e5e0-56e4-457e-ab34-a7b8d5f010f5,ExpenseReimbursement,2025-08-09T00:00:00,557.94,485.45,72.49,PAID
PAY-321,09044106-ecaf-461f-893f-ef9da74cec09,CorporateCardSettlement,2024-06-20T00:00:00,978.5,957.5,21.0,PAID
PAY-322,091286bb-da79-49a7-a04d-f1adab0743f4,ExpenseReimbursement,2024-04-17T00:00:00,1240.91,1222.09,18.82,PAID
PAY-323,091fae2c-d404-4605-9669-00fbdfc759e9,ExpenseReimbursement,2024-10-16T00:00:00,1477.44,1250.43,227.01,PAID
PAY-324,0941f24f-c215-4344-b57e-8b3d1caa4af5,CorporateCardSettlement,2024-12-08T00:00:00,232.52,198.23,34.29,PAID
PAY-325,094833f6-b1cd-46b2-8cc5-159772f762eb,BankTransfer,2024-12-04T00:00:00,290.74,228.74,62.0,PAID
PAY-326,09559f22-5c70-4c4c-9385-8bb81814ca3c,CorporateCardSettlement,2025-06-28T00:00:00,927.72,865.31,62.41,PAID
PAY-327,09570e94-86a6-4827-99d8-4d23580a013d,ExpenseReimbursement,2025-09-17T00:00:00,1066.98,1018.72,48.26,PAID
PAY-328,095b0b31-347b-4b18-8285-e96b3158cfa5,BankTransfer,2025-06-28T00:00:00,1369.07,1116.64,252.43,PAID
PAY-329,095dc228-280d-48a1-961a-fbb15da24e24,CorporateCardSettlement,2025-01-30T00:00:00,776.54,697.49,79.05,PAID
PAY-330,096b8d6a-9d2c-4a98-9282-5300bb4773d9,BankTransfer,2025-03-07T00:00:00,1175.91,1083.63,92.28,PAID
PAY-331,09719626-6d5e-4817-8ec2-00f2d0686817,CorporateCardSettlement,2024-11-14T00:00:00,1063.39,956.02,107.37,PAID
PAY-332,0976212d-40db-4a35-99eb-42cd3117b6d1,BankTransfer,2024-11-16T00:00:00,1462.12,1105.67,356.45,PAID
PAY-333,0985a24d-bf5c-4a7e-9a91-41d4a5997bae,ExpenseReimbursement,2025-05-01T00:00:00,866.37,700.03,166.34,PAID
PAY-334,09895f02-28f5-4f3f-98e8-4d09ab662616,ExpenseReimbursement,2023-11-14T00:00:00,1323.67,1186.13,137.54,PAID
PAY-335,098c48f7-058e-4fc0-9f6b-4369fe46ae34,BankTransfer,2024-07-21T00:00:00,648.65,552.18,96.47,PAID
PAY-336,09b842a8-325d-4fb8-a334-8565a828e1d3,ExpenseReimbursement,2025-07-30T00:00:00,567.58,553.53,14.05,PAID
PAY-337,09d0c614-086e-42f4-8ccc-ace12889e6b2,CorporateCardSettlement,2025-06-14T00:00:00,899.58,862.89,36.69,PAID
PAY-338,09d35839-b0a7-452f-ad6d-46c7fea4757e,ExpenseReimbursement,2023-11-01T00:00:00,624.51,566.99,57.52,PAID
PAY-339,09dc0071-2204-4d37-979b-cde17d60dbe6,ExpenseReimbursement,2024-08-07T00:00:00,1415.12,1093.36,321.76,PAID
PAY-340,09ea9d8b-ad0a-4e2d-ab49-5938b1a914f6,ExpenseReimbursement,2024-10-04T00:00:00,827.04,689.88,137.16,PAID
PAY-341,09ed322b-6ec3-4e2e-8d26-3011d11a4f85,CorporateCardSettlement,2024-08-06T00:00:00,1057.43,939.51,117.92,PAID
PAY-342,09fe0eb8-9b21-4acb-9314-9677e8d76f5b,ExpenseReimbursement,2024-02-06T00:00:00,46.98,46.04,0.94,PAID
PAY-343,0a009912-b7c4-4c95-aa95-6558034bfd8e,ExpenseReimbursement,2024-01-15T00:00:00,906.47,755.17,151.3,PAID
PAY-344,0a04f514-adfd-46e2-a6a4-b992a170d7d2,ExpenseReimbursement,2025-06-29T00:00:00,37.31,31.48,5.83,PAID
PAY-345,0a05a4e8-2c09-4e04-ad0e-548d7fe577ac,BankTransfer,2024-04-17T00:00:00,394.37,383.86,10.51,PAID
PAY-346,0a0b6483-f9f2-4455-ac6c-13622d08a45f,BankTransfer,2024-05-03T00:00:00,462.88,355.9,106.98,PAID
PAY-347,0a125007-0da9-49c4-8d13-6e775c66c591,ExpenseReimbursement,2024-09-28T00:00:00,231.81,178.33,53.48,PAID
PAY-348,0a18dd48-517b-44d2-aaa2-67894bfd6101,CorporateCardSettlement,2024-05-22T00:00:00,901.54,754.11,147.43,PAID
PAY-349,0a1f9bb5-d971-44d3-b0fd-1793b38059ee,ExpenseReimbursement,2023-11-09T00:00:00,8.24,6.37,1.87,PAID
PAY-350,0a2c9cad-1101-469f-96e6-3e846cdf1612,BankTransfer,2025-08-13T00:00:00,1200.19,1179.98,20.21,PAID
PAY-351,0a2eb9ff-f1d8-4cec-b1d6-0db630e912b3,BankTransfer,2024-12-14T00:00:00,680.59,581.1,99.49,PAID
PAY-352,0a34a2da-8c49-4eec-9749-b4a5eba9fb2a,BankTransfer,2025-02-19T00:00:00,1390.01,1174.19,215.82,PAID
PAY-353,0a4b973e-d9e0-4696-8d2a-eea32649dc97,ExpenseReimbursement,2025-03-09T00:00:00,693.94,615.52,78.42,PAID
PAY-354,0a4d0af7-7ef2-4874-8c3e-c4270bc54528,CorporateCardSettlement,2025-02-21T00:00:00,1057.92,983.75,74.17,PAID
PAY-355,0a4d1a44-61a8-40f3-b577-2a9b7ca8a286,ExpenseReimbursement,2024-02-13T00:00:00,605.17,512.36,92.81,PAID
PAY-356,0a65841d-ec5a-46a9-9e78-b58c256b04bf,CorporateCardSettlement,2025-02-08T00:00:00,1184.25,932.68,251.57,PAID
PAY-357,0a77b8b2-d8bc-4bc5-92bc-2705a257ce6e,CorporateCardSettlement,2024-09-16T00:00:00,1025.25,909.1,116.15,PAID
PAY-358,0a7968a4-14c6-432e-9df8-a4bc0a2e9ef0,CorporateCardSettlement,2024-08-31T00:00:00,399.64,314.27,85.37,PAID
PAY-359,0a7bcc72-1226-4d0e-918a-2a713ba39e19,ExpenseReimbursement,2025-08-04T00:00:00,549.34,476.11,73.23,PAID
PAY-360,0a7d36f6-8db8-4f41-9fe6-1ac345c8ce23,BankTransfer,2025-07-26T00:00:00,682.31,637.48,44.83,PAID
PAY-361,0a8451b0-b0c7-4b1e-90bf-773fe5419d8b,ExpenseReimbursement,2024-01-30T00:00:00,258.58,226.33,32.25,PAID
PAY-362,0a8533d3-55fe-4905-832e-a264babe1fa3,CorporateCardSettlement,2025-02-12T00:00:00,176.9,154.92,21.98,PAID
PAY-363,0a98d7a2-7a6d-4ae3-a1b6-11ec2fc97da5,BankTransfer,2024-09-07T00:00:00,122.47,110.62,11.85,PAID
PAY-364,0a9c8222-8891-4c5b-b6c2-7263433ff902,ExpenseReimbursement,2024-12-30T00:00:00,159.41,154.15,5.26,PAID
PAY-365,0aa0d745-ae9f-4af8-9d11-84347fcc44f3,BankTransfer,2024-07-12T00:00:00,1048.66,925.06,123.6,PAID
PAY-366,0aabf938-8cc1-454d-a3d7-45d0c52d724e,BankTransfer,2025-06-24T00:00:00,423.06,380.25,42.81,PAID
PAY-367,0acd5132-bc21-4264-bdef-9662f42acdff,ExpenseReimbursement,2025-04-28T00:00:00,917.19,794.94,122.25,PAID
PAY-368,0ad34a6f-1aab-428a-b325-5874fd736515,CorporateCardSettlement,2025-01-08T00:00:00,461.84,449.12,12.72,PAID
PAY-369,0ad48a7f-9e9a-471a-a124-cb18aa366a60,BankTransfer,2025-03-19T00:00:00,1421.0,1395.08,25.92,PAID
PAY-370,0ada8ce8-4e9e-4d16-b1a6-3a1b6b297420,CorporateCardSettlement,2024-03-01T00:00:00,1452.4,1344.79,107.61,PAID
PAY-371,0ade3dd1-4846-4877-a511-23c03514cb31,BankTransfer,2023-11-10T00:00:00,451.61,449.93,1.68,PAID
PAY-372,0adfe0f3-1ab9-412b-90a6-82908ebb2cde,CorporateCardSettlement,2024-05-20T00:00:00,1290.97,1002.23,288.74,PAID
PAY-373,0af10ffe-1d4d-4a76-9b50-02018620f1bd,CorporateCardSettlement,2025-07-18T00:00:00,790.6,603.35,187.25,PAID
PAY-374,0af91773-98c2-4854-bb91-8c04052850e6,BankTransfer,2025-04-22T00:00:00,633.85,540.89,92.96,PAID
PAY-375,0afcd35f-459e-4753-9dcf-d7bc60470258,BankTransfer,2025-02-05T00:00:00,1191.56,948.68,242.88,PAID
PAY-376,0afd6cee-ef36-4dce-a8d7-10ca2084afb2,CorporateCardSettlement,2025-06-17T00:00:00,1019.99,816.56,203.43,PAID
PAY-377,0b065c80-e839-4a8d-8559-7fc025f40a5d,CorporateCardSettlement,2025-04-04T00:00:00,1465.44,1320.01,145.43,PAID
PAY-378,0b191463-53c0-4701-be05-addccc44a74f,CorporateCardSettlement,2023-10-12T00:00:00,1283.08,1061.63,221.45,PAID
PAY-379,0b1da4a4-3218-4608-8c43-3f2f066c8212,BankTransfer,2024-11-28T00:00:00,6.03,5.81,0.22,PAID
PAY-380,0b212cd5-31b9-4b25-a9d6-dfac53b31f84,CorporateCardSettlement,2024-10-04T00:00:00,1141.13,1025.04,116.09,PAID
PAY-381,0b338dc7-3afd-4f52-ac10-17bff18527b9,CorporateCardSettlement,2023-09-28T00:00:00,418.14,353.53,64.61,PAID
PAY-382,0b3bb2a6-a190-4b0e-afc6-ca0a88b1a81b,BankTransfer,2024-02-15T00:00:00,941.37,896.94,44.43,PAID
PAY-383,0b4448d8-0147-4a41-acab-bbc0aee727b7,BankTransfer,2023-11-02T00:00:00,411.34,321.86,89.48,PAID
PAY-384,0b4d9978-9d3a-41cc-9faf-473de5baabc2,ExpenseReimbursement,2024-04-10T00:00:00,1016.88,897.3,119.58,PAID
PAY-385,0b53ad6d-503d-45f2-abe2-e710a81113f7,CorporateCardSettlement,2025-08-04T00:00:00,583.55,556.71,26.84,PAID
